epoch,acc,loss,val_acc,val_loss
50,0.64884750845833261,0.93747384700249037,0.62886597938144329,1.0247781787220234
51,0.65132336018619819,0.93410394650213635,0.63095569797431106,1.0238788721122327
52,0.6527182062321446,0.93486980844101875,0.6227361382332709,1.0612202083941586
53,0.65446176378490095,0.92987287096487214,0.62203956533853444,1.0259980738212817
54,0.65358998500748355,0.92888852797920707,0.62343271106157705,1.0190911580008961
55,0.65651916169856683,0.92453034954115609,0.63193089998044083,1.0117030227440054
56,0.65780939428914464,0.92641088918657377,0.63611033714126497,1.0065108973789294
57,0.65871604422077656,0.92499641467243177,0.62914460852605181,1.0287711816632539
58,0.65540328486451183,0.92473240220139752,0.61786012820262171,1.0760921873930738
59,0.65676325975520455,0.92077743339709839,0.61549178044853781,1.0550888547262265
60,0.6597273075984238,0.91789039764921587,0.63374198947852289,1.0152798994034571
61,0.65805349234630195,0.91176290820448636,0.62761214823900868,1.004680868708413
62,0.66237751508385134,0.91015706682078823,0.62440791306770693,1.072114745798002
63,0.66304006695676709,0.9109890434114023,0.62998049599309258,1.0463002501805534
64,0.66014576141366266,0.91421139800312023,0.63429924770961332,1.0216777722262247
65,0.66377236112564075,0.91102843143665035,0.63583170800496025,1.0185475654341645
66,0.66307493810786378,0.91262988979423931,0.63680691000278633,1.0083690047695897
67,0.6609826690389442,0.90481367825622083,0.6338813039927006,1.0030183938593211
68,0.65864630191442619,0.91428403698047445,0.62942323767896413,1.0220746519373598
69,0.66861945112860133,0.89817864038864681,0.6239899693590979,1.0385988650464122
70,0.66802664156151637,0.89896202076386389,0.62454722764831494,1.0521468160610141
71,0.66816612616382465,0.89862693626296297,0.63220952911674566,1.0059344298197188
72,0.66377236112616034,0.89355579992050149,0.64335469493430186,1.0140591486478856
73,0.66492310911183183,0.89816560308695559,0.62747283366670448,1.0364224632725008
74,0.66886354918991564,0.89371783130316984,0.63137364169122379,1.0212454059124658
75,0.66858457997698506,0.89262306074777376,0.62956255225126845,1.0392913250047604
76,0.67050249328834266,0.89066854282981345,0.63388130398439679,1.0204167829047475
77,0.66834048192346507,0.88919148769123257,0.64419058234321602,1.0095201966555944
78,0.67196708163752172,0.88598517916685338,0.63513513513513509,1.024235804421751
79,0.66816612616382465,0.88771619569616356,0.63820005572582894,1.0119314149881544
80,0.67262963350835892,0.88513101301844388,0.62064641963209932,1.0420141590109906
81,0.68581092862083215,0.84147874387058752,0.65241014210086379,0.96320413104934455
82,0.69505178366145703,0.82998060578186195,0.65463917525773196,0.96648457266886478
83,0.69913170833873151,0.81726413619573568,0.65032042351629982,0.96431825705044916
84,0.69885273912943824,0.8174197589286506,0.65185288384486184,0.96139828389519333
85,0.69874812567562861,0.81296867713122767,0.65547506272477274,0.95914737548493312
86,0.70139833316313449,0.80993904840722963,0.65575369183616605,0.9590197498003199
87,0.7018167869762949,0.80608362460163852,0.65505711898294849,0.95760036282102257
88,0.70084039474143045,0.80436340272146012,0.65296740042329593,0.96230803661341124
89,0.70251420999511116,0.80576446114397204,0.65199219838395095,0.9657027076698339
90,0.70512954633048119,0.80042835544932112,0.65366397325160208,0.96346887784204827
91,0.70282805035498142,0.80408115858279594,0.65449986068542765,0.96512937691923173
92,0.70495519057499767,0.79820751025428394,0.65310671496238504,0.96258041608894929
93,0.70544338668723372,0.79884830193609879,0.65408191696851492,0.9601614353682677
94,0.70237472539384205,0.80524732004703659,0.65589300640847037,0.96054240404380398
95,0.70683823273421942,0.79385292062816937,0.6539426023962106,0.96417239121521836
96,0.70635003661678708,0.79361743784750605,0.65617163555307889,0.9650306085518523
97,0.70621055201240035,0.79584780222564722,0.65840066870994707,0.95932519781320469
98,0.70617568086338212,0.7969882690778074,0.65561437726386185,0.96332364263027015
99,0.70554800014156305,0.79767577451829375,0.65658957926999162,0.9619649718916492
100,0.70551312899254492,0.79286777431106792,0.65213151295625527,0.96124487037478001
101,0.71196429194335542,0.78628537310014879,0.65366397325160208,0.95821149856076326
102,0.71004637863199782,0.78296649506323446,0.65338534410699356,0.95785953972657834
103,0.70973253827524529,0.78717922325907808,0.65449986068542765,0.95856955427417989
104,0.7092792133109882,0.78016033846908739,0.65533574811925333,0.9578021299410544
105,0.71196429194127697,0.78032517389934064,0.65296740039008083,0.95840415708133186
106,0.71025560554169576,0.78865979755964433,0.65366397325160208,0.95739094073076902
107,0.71360323604697873,0.77917453862510266,0.65645026469768741,0.9577110264088059
108,0.70771001150955837,0.78688127077012004,0.65477848983003617,0.95783518329906281
109,0.70941869791121803,0.7829968877453416,0.65589300640847037,0.95895789436192591
110,0.71140635352476911,0.78184049630483521,0.65477848983003617,0.95817911883986873
111,0.71252223036090268,0.78183052760518723,0.65449986068542765,0.95804670791036073
112,0.71063918820064176,0.78128067817000257,0.6539426023962106,0.95746767660408305
113,0.71206890539456702,0.78380813253334503,0.65477848983003617,0.95894967416894572
114,0.7103602189949858,0.78602995723927627,0.65477848983003617,0.95834129621936737
115,0.70889563064684602,0.78538033515126582,0.6550571189746448,0.95844622540520441
116,0.71151096697805916,0.7768285963772007,0.65645026469768741,0.95798450999022133
117,0.71328939568295147,0.78058000255147342,0.65658957926999162,0.95846055705888122
118,0.71185967848902609,0.78365152634665458,0.65672889384229594,0.95845963098638132
119,0.71259197266517449,0.78084806238719096,0.65686820841460014,0.95858631173227116
120,0.71123199777240331,0.78461943740820117,0.65589300640847037,0.95852654994646802
121,0.71342888028785789,0.78158480794242635,0.65547506269155753,0.95884147903387118
122,0.71273145726540432,0.78035140564224104,0.6563109501253831,0.95931116539510586
123,0.71360323604490028,0.78360833129893792,0.65672889384229594,0.95826562645376212
124,0.71416117446036897,0.78178648433548703,0.65645026469768741,0.95915360087370538
125,0.71130174007043967,0.78309754739164517,0.65645026469768741,0.95894810143006015
126,0.71133661122153646,0.78130769792592281,0.65645026469768741,0.95851147081832699
127,0.7149632109397499,0.77942591070251721,0.65589300640847037,0.95903394596926783
128,0.71025560554169576,0.78175184886300975,0.65533574811925333,0.95888802788655514
129,0.71447501482023923,0.77796204643794986,0.6563109501253831,0.95810096952768375
130,0.71070893050179584,0.7780529773911451,0.6563109501253831,0.95864118225031758
131,0.71402168985806058,0.77970549101842335,0.65672889384229594,0.9591697593956281
132,0.71287094187083033,0.78329280179577088,0.65547506269155753,0.95921027208643395
133,0.71008124978413378,0.78607543627537457,0.65645026469768741,0.95810728951329538
134,0.71621857237923103,0.77529853202851284,0.65686820841460014,0.95826553992821206
135,0.71332426683612671,0.77837661007011261,0.65617163555307889,0.95885815896772686
136,0.71056944589844828,0.7865434097862104,0.65742546670381719,0.9586435210641695
137,0.71046483244827596,0.78142400505727572,0.6563109501253831,0.95882252452432626
138,0.71304529762527458,0.77558475366886492,0.65645026469768741,0.95946512686638286
139,0.71248735920876671,0.78124079058874263,0.65645026469768741,0.95910170723316435
140,0.71405656100915738,0.77668990833463247,0.65714683755920866,0.95829523845315479
141,0.7138822052515954,0.7842806094617164,0.65686820841460014,0.95889170832805359
142,0.71485859748645986,0.78083275156123877,0.65658957926999162,0.95895581087318094
143,0.70913972870660147,0.7863155912250539,0.65686820841460014,0.95829945040400166
144,0.7096976671199916,0.78533381831738669,0.6563109501253831,0.95885148208498061
145,0.71196429194335542,0.77822907304906797,0.65686820841460014,0.9581900665971953
146,0.71363810719599696,0.77968021873009941,0.65617163555307889,0.95883052622783682
147,0.7123478746074976,0.77874680856499923,0.65784341042073002,0.95879714516883907
148,0.70997663632980446,0.78161627628914909,0.65645026469768741,0.95890144389729937
149,0.71283607072285138,0.78491795716078028,0.65603232098077457,0.95802521785343875
150,0.70962792481987669,0.78564998847019818,0.65617163555307889,0.95841152892533898
151,0.71046483244619751,0.78135504531000688,0.65658957926999162,0.95881761515429509
152,0.71252223035882412,0.78377475496423743,0.65742546670381719,0.95805983514830939
153,0.71527705129754171,0.77963172276199544,0.65672889384229594,0.95840377743179739
154,0.71168532273458185,0.7831214715294057,0.65700752298690446,0.95888354860331293
155,0.7131499110796039,0.77910534335665949,0.65658957926999162,0.95877112346493987
156,0.71224326115212899,0.7802713713407492,0.65770409584842571,0.95839293393692815
157,0.71022073439059907,0.78531017753499843,0.65728615213151298,0.9589687221127986
