epoch,acc,loss,val_acc,val_loss
0,0.3236134336677815,1.7728850926576782,0.38757314015045974,1.6637326736707945
1,0.43170485057763719,1.5095232393916449,0.45569796602385193,1.4507456751180645
2,0.48164033895174563,1.3813749084987454,0.44483142937166376,1.5749878385134082
3,0.51135055968613208,1.3016705409824614,0.49888548342156591,1.3388200634600027
4,0.53042507933394722,1.2583126996577556,0.53538590136528286,1.2280715794973833
5,0.54517557624629154,1.2234753493871608,0.54917804403170867,1.2180028699108005
6,0.5509641873319806,1.1914140968412212,0.54694901087484038,1.2580075600114697
7,0.55936813474316704,1.1775121861273687,0.54848147117018731,1.2658914323635637
8,0.56731875719321412,1.1582383178752573,0.53789356369997476,1.2657456645795515
9,0.57499041043760535,1.1409332655121078,0.55684034550844308,1.2445144414835303
10,0.57467657007461737,1.1334985941362692,0.53928670938980217,1.2247711536976646
11,0.58395229626633893,1.1144498656450108,0.56742825299526334,1.1937166575968314
12,0.58524252886003447,1.1019768369876677,0.5632488158261354,1.243032316671304
13,0.59158907835755503,1.0926295522408542,0.57843410427373043,1.154013067442383
14,0.59305366670569482,1.0840437053931566,0.57300083589573758,1.1588300419371917
15,0.59532029152386245,1.0816514833197042,0.5794093062217337,1.1171198160278328
16,0.60110890260539462,1.0675158251793884,0.60002786294767607,1.0784106247270298
17,0.60218990829095109,1.0625031317078919,0.60448592922819722,1.0895225572599345
18,0.60811800397583082,1.0538227054478089,0.60434661468910822,1.0820939231629689
19,0.60888516929943859,1.0482805465564455,0.59194761772911741,1.1067021414575287
20,0.60993130383337879,1.0420474868882097,0.59891334635263438,1.0877661813298585
21,0.61442968232589201,1.0363596161963131,0.58999721374176906,1.1119435386559398
22,0.61355790355055306,1.0334258262352136,0.61173028705444932,1.0532955406236264
23,0.61917215887504284,1.0233393180535362,0.61507383673162508,1.0456331055222132
24,0.62126442794084469,1.0215072294997052,0.60309278350930651,1.073269528278437
25,0.6221710778683196,1.0182345914147317,0.6103371412981915,1.050535867093964
26,0.62307772779683379,1.0102765764423414,0.60448592926141242,1.0927907861883377
27,0.62422847578614249,1.0083168013456598,0.61075508498188913,1.0537212370962576
28,0.62869198312340213,1.0031707072210607,0.6164669824795791,1.0421639899086175
29,0.62499564110715211,1.0025870473696545,0.61827807191953454,1.0501609550408582
30,0.63336471736984001,0.99101020311109567,0.60991919758127866,1.0551085359175314
31,0.63050528297991082,0.99154142600229545,0.58957926999994492,1.1566532636359728
32,0.63259755204934998,0.98711262762070562,0.62008916133457848,1.0415093718082602
33,0.6322837116858423,0.9875162860133947,0.62078573419609984,1.0545205037950574
34,0.63650312097218009,0.9823465458488857,0.61799944275001462,1.0352867288355643
35,0.63758412665409925,0.9757814525188202,0.60741153526319436,1.0595317103796997
36,0.63964152456880441,0.97566708892144249,0.61939258846475342,1.0406139709053348
37,0.6379328381650663,0.96869144366700954,0.61326274728336583,1.0438413851504937
38,0.64180353593576045,0.96732434197342143,0.61939258847305723,1.0325355337137099
39,0.64107124176376906,0.96458251062482747,0.60643633327367208,1.0776340880411255
40,0.64089688601036399,0.96195323208608263,0.61897464474784059,1.0268950875870329
41,0.64570910486170829,0.95743770405567519,0.61744218446079757,1.0482196004053914
42,0.64407016075808499,0.95504358099998199,0.60741153525489056,1.053802633923254
43,0.64511629529306447,0.95235929146144549,0.61186960156032322,1.0824952913413441
44,0.64675523939460922,0.94837657325615399,0.61604903876266626,1.0417559533505827
45,0.64832444119188215,0.94483873792766637,0.62440791307601062,1.0379507978436142
46,0.64916134881820287,0.94507115112836049,0.62078573418779603,1.0326309928192539
47,0.65188129860374533,0.93675802502833505,0.6153524658720817,1.0399120819206589
48,0.65139310248839155,0.94195710772163066,0.6252438005015325,1.0478999514405725
49,0.65240436586915651,0.93751515944590935,0.63708553915569865,1.018029333655633
